Cites,Authors,Title,Language,Year,Field,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"AE Thompson, GM Feinman, M Lemly, ...","Inequality, networks, and the financing of Classic Maya political power",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001114,"https://scholar.google.com/scholar?cites=5915439412166304912&as_sdt=805&sciodt=0,3&hl=en",17,2/8/2025 17:05,,,,,,,,,16,4,4,4,4,"Inequality is present to some degree in all human societies. In prehispanic Mesoamerica, wealth inequality has been linked to forms of governance, where Classic Maya (250–800 …",https://drive.google.com/file/d/1w5EyvTEMvVhTqYURsXINc5HjTpcPS7y_/view,"https://scholar.google.com/scholar?q=related:kKSE1M3cF1IJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
151,"B Fitzhugh, VL Butler, KM Bovy, MA Etnier",Human ecodynamics: A perspective for the study of long-term change in socioecological systems,English,2019,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?cites=37621440667973683&as_sdt=805&sciodt=0,3&hl=en",1,2/8/2025 17:05,HTML,,,,,,,,151,25.17,38,4,6,"Human ecodynamics (HE) refers to processes of stability, resilience, and change in socio-ecological relationships or systems. HE research involves interdisciplinary study of the …",https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?q=related:M_jzPoCohQAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Bird, RK Bocinsky, KM Reese, TA Kohler",Settlement persistence in the prehispanic central Mesa Verde Region: A dynamic analysis,English,2024,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X24001433,,41,2/8/2025 16:41,,,,,,,,,0,0,0,4,1,"Persistence research frequently asks why some settlements endure for millennia, but long-lived settlements first require communities to be persistent places for decades and then …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4583770,"https://scholar.google.com/scholar?q=related:F2AItUSILc4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Bird, RK Bocinsky, KM Reese, TA Kohler",Settlement persistence in the prehispanic central Mesa Verde Region: A dynamic analysis,English,2024,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X24001433,,22,2/8/2025 12:57,,,,,,,,,0,0,0,4,1,"Persistence research frequently asks why some settlements endure for millennia, but long-lived settlements first require communities to be persistent places for decades and then …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4583770,"https://scholar.google.com/scholar?q=related:F2AItUSILc4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"C Loendorf, SL Eckert, B Medchill, ...","Rio Grande cultural remains on the middle Gila River, Arizona: The Pueblo Revolt and the Eastern Puebloan diaspora",English,2023,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X22004382,,24,2/8/2025 12:57,,,,,,,,,0,0,0,4,2,Data recovery investigations in the Blackwater area along the middle Gila River in south-central Arizona identified ceramic and lithic artifacts derived from the Rio Grande region …,https://www.academia.edu/download/95838773/1_s2.0_S2352409X22004382_main.pdf,"https://scholar.google.com/scholar?q=related:RbtIzqGsp5UJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
2,"NV Kessler, MC Guebard, GWL Hodgins, ...",New tree-ring-radiocarbon dates reveal drought-migration linkage for central Arizona cliff dwelling,English,2022,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X21005010,"https://scholar.google.com/scholar?cites=5994943262615231026&as_sdt=805&sciodt=0,3&hl=en",20,2/8/2025 12:57,,,,,,,,,2,0.67,1,4,3,Uncertain chronologies of archaeological sites outside the geographic area of secure tree-ring dating in the Southwestern US has hindered wider knowledge about climate challenges …,,"https://scholar.google.com/scholar?q=related:MlrNgCJRMlMJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",8,2/8/2025 12:57,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
151,"B Fitzhugh, VL Butler, KM Bovy, MA Etnier",Human ecodynamics: A perspective for the study of long-term change in socioecological systems,English,2019,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?cites=37621440667973683&as_sdt=805&sciodt=0,3&hl=en",1,2/8/2025 12:57,HTML,,,,,,,,151,25.17,38,4,6,"Human ecodynamics (HE) refers to processes of stability, resilience, and change in socio-ecological relationships or systems. HE research involves interdisciplinary study of the …",https://www.sciencedirect.com/science/article/pii/S2352409X18301317,"https://scholar.google.com/scholar?q=related:M_jzPoCohQAJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
12,"T Carter, Z Batist, K Campeau, Y Garfinkel, ...",Investigating Pottery Neolithic socio-economic “regression” in the Southern Levant: Characterising obsidian consumption at Sha'ar Hagolan (N. Israel),English,2017,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X17303528,"https://scholar.google.com/scholar?cites=4448648245052864677&as_sdt=805&sciodt=0,3&hl=en",11,2/8/2025 12:57,,,,,,,,,12,1.5,2,5,8,"This paper details the characterisation of 34 obsidian artefacts from Sha'ar Hagolan in the Jordan Valley, a major Pottery Neolithic Site of the southern Levantine Yarmukian culture …",https://www.academia.edu/download/54329189/Carter_et_al_2017_Shar_Hagolan_Obsidian.pdf,"https://scholar.google.com/scholar?q=related:pXgKSQLGvD0J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
44,"DR Piperno, AJ Ranere, R Dickau, ...",Niche construction and optimal foraging theory in Neotropical agricultural origins: A re-evaluation in consideration of the empirical evidence,English,2017,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440317300018,"https://scholar.google.com/scholar?cites=12003682426331750859&as_sdt=805&sciodt=0,3&hl=en",14,2/8/2025 12:57,,,,,,,,,44,5.5,11,4,8,"The various theoretical approaches advanced over the past 50 years to explain the origins of agriculture have prompted much discussion and debate. Most recently, controversy has …",https://repository.si.edu/bitstream/handle/10088/30529/Piperno%20et%20al_OFT%20and%20CNC%20in%20Neotropical%20Agricultural%20Origins.pdf?isAllowed=y&sequence=1,"https://scholar.google.com/scholar?q=related:y2EaipGllaYJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"D Bird, RK Bocinsky, KM Reese, TA Kohler",Settlement persistence in the prehispanic central Mesa Verde Region: A dynamic analysis,English,2024,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X24001433,,8,2/8/2025 12:45,,,,,,,,,0,0,0,4,1,"Persistence research frequently asks why some settlements endure for millennia, but long-lived settlements first require communities to be persistent places for decades and then …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4583770,"https://scholar.google.com/scholar?q=related:F2AItUSILc4J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
0,"C Loendorf, SL Eckert, B Medchill, ...","Rio Grande cultural remains on the middle Gila River, Arizona: The Pueblo Revolt and the Eastern Puebloan diaspora",English,2023,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X22004382,,11,2/8/2025 12:45,,,,,,,,,0,0,0,4,2,Data recovery investigations in the Blackwater area along the middle Gila River in south-central Arizona identified ceramic and lithic artifacts derived from the Rio Grande region …,https://www.academia.edu/download/95838773/1_s2.0_S2352409X22004382_main.pdf,"https://scholar.google.com/scholar?q=related:RbtIzqGsp5UJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
11,"W Xu, Z Yang, L Chen, J Cui, L Dussubieux, ...","Compositional analysis below the production region level: A case study of porcelain production at Dehua, Fujian, China",English,2021,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440321001515,"https://scholar.google.com/scholar?cites=1732162360612018481&as_sdt=805&sciodt=0,3&hl=en",4,2/8/2025 12:45,,,,,,,,,11,2.75,2,6,4,"Compositional analysis of Chinese porcelain often uses the production region as an analytical unit, whereas the possible compositional similarities and differences between …",https://par.nsf.gov/servlets/purl/10295034,"https://scholar.google.com/scholar?q=related:MdmUVX3gCRgJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
3,"Y Guo, Q Jiang, Y Liu, W Huang, Y Wu, ...","Provenance analysis of pottery from the Neolithic Diaolongbei site, Hubei Province, China by using NAA and petrography analysis",English,2018,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352409X17307897,"https://scholar.google.com/scholar?cites=11697608862031849369&as_sdt=805&sciodt=0,3&hl=en",20,2/8/2025 12:45,,,,,,,,,3,0.43,1,6,7,"Abstract The Neolithic Diaolongbei site in Zaoyang city, Hubei Province, China is located in an important communication channel called as the Sui-Zao corridor between north and …",,"https://scholar.google.com/scholar?q=related:mafejkhBVqIJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
31,"R Torrence, M Martinón-Torres, T Rehren",Forty years and still growing: Journal of Archaeological Science looks to the future,English,2015,Archaeology,Journal of Archaeological …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0305440315000850,"https://scholar.google.com/scholar?cites=7365595561788186205&as_sdt=805&sciodt=0,3&hl=en",5,2/8/2025 12:45,,,,,,,,,31,3.1,10,3,10,This special issue honours Richard Klein's outstanding contributions to archaeology through his seminal role as a senior editor for the Journal of Archaeological Science (JAS). The …,https://www.researchgate.net/profile/Robin-Torrence/publication/274097181_Forty_years_and_still_growing_Journal_of_Archaeological_Science_looks_to_the_future/links/606e4a4592851c8a7baf33ea/Forty-years-and-still-growing-Journal-of-Archaeological-Science-looks-to-the-future.pdf,"https://scholar.google.com/scholar?q=related:XR6UiyPaN2YJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
20,"V Amati, A Mol, T Shafie, C Hofman, ...",A framework for reconstructing archaeological networks using exponential random graph models,English,2020,Archaeology,Journal of Archaeological …,Springer,https://link.springer.com/article/10.1007/s10816-019-09423-z,"https://scholar.google.com/scholar?cites=10139736008120886073&as_sdt=805&sciodt=0,3&hl=en",75,2/10/2025 13:23,HTML,10.1007/s10816-019-09423-z,,,,,,,20,4,4,5,5,Reconstructing ties between archaeological contexts may contribute to explain and describe a variety of past social phenomena. Several models have been formulated to infer the …,https://link.springer.com/article/10.1007/s10816-019-09423-z,"https://scholar.google.com/scholar?q=related:OWNIQC2Ut4wJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
349,"A Collar, F Coward, T Brughmans, BJ Mills","Networks in archaeology: phenomena, abstraction, representation",English,2015,Archaeology,Journal of archaeological …,Springer,https://link.springer.com/article/10.1007/s10816-014-9235-6,"https://scholar.google.com/scholar?cites=16769766366996567884&as_sdt=805&sciodt=0,3&hl=en",3,2/10/2025 13:23,,10.1007/s10816-014-9235-6,,,,,,,349,34.9,87,4,10,"The application of method and theory from network science to archaeology has dramatically increased over the last decade. In this article, we document this growth over time, discuss …",https://eprints.bournemouth.ac.uk/22583/3/Collar%2520et%2520al%25202015%2520Networks%2520in%2520Archaeology.docx.pdf,"https://scholar.google.com/scholar?q=related:TJcfJ6ktuugJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
349,"A Collar, F Coward, T Brughmans, BJ Mills","Networks in archaeology: phenomena, abstraction, representation",English,2015,Archaeology,Journal of archaeological …,Springer,https://link.springer.com/article/10.1007/s10816-014-9235-6,"https://scholar.google.com/scholar?cites=16769766366996567884&as_sdt=805&sciodt=0,3&hl=en",3,2/10/2025 13:23,,10.1007/s10816-014-9235-6,,,,,,,349,34.9,87,4,10,"The application of method and theory from network science to archaeology has dramatically increased over the last decade. In this article, we document this growth over time, discuss …",https://eprints.bournemouth.ac.uk/22583/3/Collar%2520et%2520al%25202015%2520Networks%2520in%2520Archaeology.docx.pdf,"https://scholar.google.com/scholar?q=related:TJcfJ6ktuugJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
349,"A Collar, F Coward, T Brughmans, BJ Mills","Networks in archaeology: phenomena, abstraction, representation",English,2015,Archaeology,Journal of archaeological …,Springer,https://link.springer.com/article/10.1007/s10816-014-9235-6,"https://scholar.google.com/scholar?cites=16769766366996567884&as_sdt=805&sciodt=0,3&hl=en",3,2/9/2025 10:40,,10.1007/s10816-014-9235-6,,,,,,,349,34.9,87,4,10,"The application of method and theory from network science to archaeology has dramatically increased over the last decade. In this article, we document this growth over time, discuss …",https://eprints.bournemouth.ac.uk/22583/3/Collar%2520et%2520al%25202015%2520Networks%2520in%2520Archaeology.docx.pdf,"https://scholar.google.com/scholar?q=related:TJcfJ6ktuugJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
30,"AR Knodell, TC Wilkinson, TP Leppard, ...",Survey archaeology in the Mediterranean world: Regional traditions and contributions to long-term history,English,2023,Archaeology,Journal of Archaeological …,Springer,https://link.springer.com/article/10.1007/s10814-022-09175-7,"https://scholar.google.com/scholar?cites=17280910467519564781&as_sdt=805&sciodt=0,3&hl=en",10,2/8/2025 20:16,,10.1007/s10814-022-09175-7,,,,,,,30,15,8,4,2,"In this paper, we describe the development and state of archaeological surface survey in the Mediterranean. We focus especially on surface survey as a means of documenting long …",https://www.repository.cam.ac.uk/bitstreams/237100b0-bdda-4294-9f64-874288d7e363/download,"https://scholar.google.com/scholar?q=related:7UvVE4Mg0u8J:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
349,"A Collar, F Coward, T Brughmans, BJ Mills","Networks in archaeology: phenomena, abstraction, representation",English,2015,Archaeology,Journal of archaeological …,Springer,https://link.springer.com/article/10.1007/s10816-014-9235-6,"https://scholar.google.com/scholar?cites=16769766366996567884&as_sdt=805&sciodt=0,3&hl=en",3,2/8/2025 17:05,,10.1007/s10816-014-9235-6,,,,,,,349,34.9,87,4,10,"The application of method and theory from network science to archaeology has dramatically increased over the last decade. In this article, we document this growth over time, discuss …",https://eprints.bournemouth.ac.uk/22583/3/Collar%2520et%2520al%25202015%2520Networks%2520in%2520Archaeology.docx.pdf,"https://scholar.google.com/scholar?q=related:TJcfJ6ktuugJ:scholar.google.com/&scioq=&hl=en&as_sdt=805&sciodt=0,3"
